text,label,notes
"Champagnie making $3M a year and outplaying a max contract player is why the NBA salary structure is broken",hot_take,
"Chet shot 2 times in Game 7 of the Conference Finals. TWO TIMES. As a max player. That's not just bad — it's historically bad.",hot_take,"Borderline hot_take/analysis. Cites a real fact (2 shots) but frames it as an assertion about Chet's quality rather than analyzing why."
"Spurs fans 🤝 Raptors fans 🤝 Rockets fans 🤝 Warriors fans 🤝 every other fanbase: celebrating this OKC elimination",reaction,
"The Thunder are the Dallas Cowboys of the NBA. Great regular season, embarrassing playoff exit, insufferable fans.",hot_take,
"I need someone to explain to me how Chet Holmgren is a max player. I'm serious. What does he do at an elite level?",hot_take,
"Popovich coaching masterclass. Out-adjusted Daigneault in every game after Game 3. The gap between a top-2 all-time coach and a good young coach was the difference.",analysis,
"The Spurs scored 121 points on the #1 defense in the NBA. In Game 7. On the road. That's not supposed to happen.",context,
"OKC will be scary next year if they can turn some of those picks into a star. Imagine this team with LaMelo or Trae as a secondary creator.",analysis,
"Wemby is going to finish his career as a top-5 player of all time. I'm not being hyperbolic. The skill set at that size has never existed before.",hot_take,
"People really tried to say Chet was in the same tier as Wemby. I hope those people are watching.",hot_take,
"THE SAN ANTONIO SPURS ARE GOING TO THE NBA FINALS",reaction,
"Wemby in the Finals is going to be must-watch television. The whole world is going to tune in.",context,
"OKC's biggest mistake was not trading for a star at the deadline. They had the assets. They chose to stand pat. That decision cost them a Finals appearance.",hot_take,
"I'm not even a Spurs fan and I'm emotional. This team is special. You can feel it.",reaction,
"The Thunder have a bright future but they need to be honest about what went wrong. The half-court offense isn't good enough. The roster construction is flawed. The coaching got outclassed. These are fixable problems but they need to be acknowledged first.",analysis,
"THE SAN ANTONIO SPURS ARE GOING TO THE NBA FINALS",reaction,
"WEMBY IS INEVITABLE",reaction,
"FADE EM 🗑️",reaction,
"Spurs in 7 I never doubted (I doubted heavily after Game 4)",reaction,
"Good morning to everyone except Thunder fans",reaction,
"Can we get a wellness check on r/thunder",reaction,
"Waking up today knowing OKC is eliminated feels better than coffee",reaction,
"Spurs fans 🤝 Raptors fans 🤝 Rockets fans 🤝 Warriors fans: celebrating this OKC elimination",reaction,
"The Spurs haven't been to the Finals since 2014. That's an 11-year drought for a franchise with 5 championships.",context,
"The Thunder are the first team in NBA history to win 68+ games and not make the conference finals.",context,
"Wemby with 14 blocks in the series is the most by any player in a Conference Finals since the NBA started tracking blocks in 1973-74.",context,
"People forget the Spurs were 22-60 two years ago. This isn't just improvement — it's the fastest turnaround in NBA history without signing a superstar free agent.",context,
"Important context for the 'OKC has 7 first-round picks' narrative: under the new CBA, you can't roster 7 first-round picks. The Thunder have 15 guaranteed contracts next season plus 3 draft picks.",context,
"The Spurs are now 16-2 in playoff series under Popovich when they have home court advantage. The two losses: 2006 Mavs and 2013 Heat.",context,
"Wemby joins Kareem, Walton, Duncan, and Magic as the only players to make the Finals in their first or second season while being the best player on their team.",context,
"Spurs' path to the Finals: beat the #8 Grizzlies in 5, beat the #4 Nuggets in 6, beat the #2 Thunder in 7. No easy path.",context,
